,text,lable,pred,pred_proba
318462,در محصول خراب بود و باهمون در خراب برای من فرستادن و البته ک این همه روز برای ۴تا محصول ارایشی واقعا خیلی بده..من اگر میدونستم ۲۰ روز طول میکشه سفارش نمیدادم,0,1,0.989616870880127
318464,نظر خاصی ندارم,1,0,0.25183001160621643
318484,دیگه زیادی چربه,1,0,0.02776319347321987
318494,به شدت چشمای من بعد از هربار استفاده متورم میشدن و پلک هام ورم میکردن که وقتی متوجه شدم برای این محصوله دیگه استفاده نکردم و مشکل چشمام حل شد به علاوه خارش شدید در پلک هام داشتم,1,0,0.3096116781234741
318523,لاک موردی نداره فقط رنگش رو اشتباهی فرستادن,1,0,0.07319948822259903
318543,ن نمی دونم‌چطور شده دقت نکردم دو تا هم سفارش دادم از همون یه رنگ,1,0,0.10500574111938477
318544,فکر کردم قیمتش مناسبه اما تاریخ انقضاش مرداد امسال هست و نزدیکه.,1,0,0.09285008162260056
318679,یک مقدار بوی موندگی میده و کمی چربیش زیاده,1,0,0.09303148835897446
318712,توی سایت رنگش به نارنجی مسی میزنه ولی روی لب تقریبا هیچ رنگی نداره مخصوصا با پوست سبزه. به عنوان چرب لب خوبه,1,0,0.16901139914989471
318723,مرجوعی نداشته باشه از نظر بهداشتی درست نیست تو این اوضاع کرونایی,0,1,0.5150907039642334
318744,خوشرنگه اما دیر خشک میشه رقیقه دوبار باید بزنی و دفعه دوم رو که میزنی بعد خشک شدن ترک میخوره لایه نازک زدنی هم رگه رگه توش پیداس و یکدست نمیشه,1,0,0.39866575598716736
318789,رنگ توی تصویر صورتیه منم بخاطر همین سفارش دادم اما بنفش برام ارسال شده... لطفا کمی دقت کنید,1,0,0.34789320826530457
318805,میشید و مجبور میشید با اینکه هزینه بالایی پرداختید بگذارید کنار.,0,1,0.9018716812133789
318904,رنگ دلخواهتون رو نمیفرستن هرچی دم دستشون باشه میفرستن چون قیمتشم کمه هیچکس مرجوع نمیکنه خیالشون راحته,1,0,0.2422541081905365
318911,من قهوه ای روشن سفارش داده بودم ولی رنگ تیره فرستاده بودن.,1,0,0.3634060025215149
318916,من قبلا از این مارک ریمل ابرو داشتم، خیلی طبیعی و با کیفیت قابل قبول بود، الان قهوه ای روشن مات سفارش دادم، ولی رنگی که برام فرستاده شده تقریبا طلایی هست و درخشان، شاین زیادی داره و اصلا شبیه ریمل قبلیم، ابرو رو پر نمیکنه و جلوه طبیعی نداره.,1,0,0.44672825932502747
318952,بسته بندی دیجی کالا افتضاحه خیلیش ریخته بود و من این مورد رو دیده بودم افراد دیگم مرتبا بگن و این ضعف بزرگیه دیگ محصولات ابکی از دیجی کالا نمیخرم,0,1,0.9715532064437866
318992,پوست منو خشک کرد خیلی,0,1,0.8295406699180603
319028,من قبلا مای فارما داشتم که بهتر از دیترون بود,1,0,0.20647364854812622
319056,وقتی محصول ب دست من رسید تقریبا نصفش ریخته شده بود.,0,1,0.6609209179878235
319084,عالیه.مخصوصا واسه پوست چرب,1,0,0.00044223549775779247
319151,شاین داره و من خیلی خوشم نیومد,0,1,0.733688235282898
319169,متاسفانه اکثر لوازم ارایشی که از دیجی کالا خریدم پلمپ نیستن,0,1,0.6572045683860779
319170,رنگش زیاد قشنگ نیست باز سلیقه ایه,1,0,0.23617713153362274
319175,خیلیییییی کوچیکه,0,1,0.7964518666267395
319206,خیلی کوچیکه... رنگ ملیح و زیبایی داره... نسبت به قیمتش نمی‌ ارزه.,0,1,0.8095777034759521
319212,یکم بیشتر پول بدین جنس بهتر بخرین,0,1,0.9720453023910522
319282,به نظر میاد تا نصف پر شده,0,1,0.7448112964630127
319289,هنوز امتحانش نکردم ولی از دیجی کالا بشدت ناراضی هستم از کیفیت ارسالش، نصفش ریخته بود توی در!,0,1,0.8776546120643616
319316,کیفیت خوب,1,0,0.030314438045024872
319326,زیاد قوی نیست,0,1,0.6005352139472961
319447,هنوز از خریدش مطمئن نیستم,0,1,0.678708553314209
319548,تنها مزایای این فوم استفاده راحت بدلیل براشی که داره,1,0,0.2231423556804657
319655,ریزش مو و بوی نتمطبوع,1,0,0.20992833375930786
319661,زدن یا نزدنش فرقی نداره. مو رو هم فر میکنه.,1,0,0.02207684889435768
319741,خیلی گرون شده,1,0,0.06259690225124359
319841,من متاسفانه رنگ زیادی روشن شتری رو انتخاب کردم که اثلا مناسب نبود,0,1,0.6262943744659424
319850,کیفیتش خوبه ولی رنگی که انتخاب کرده‌ام ارسال نشده هیچ راضی نیستم,1,0,0.33569061756134033
319865,من فکر کردم رنگ بژ رنگ روشن تری هست ولی متاسفانه رنگ تیره بود,1,0,0.27798354625701904
319873,رنگش خوبه ولی یکم خشک شده بود و هم اینکه من این ریمل رو۱۶تومن از دیجی کالا خریدم که بیرون ۱۱تومن بود,1,0,0.05242833122611046
319876,رنگش تقریبا میل به قرمزی داره و برای ابروهای پر اصلا مناسب نیست,0,1,0.7511726021766663
319890,اما روی ابروی مشکی یکم بد رنگ میشه، من خوشم نیومد.,1,0,0.46116358041763306
319892,رنگ بی نهایت روشن انگاری مثل روح میشه آدم وقتی میزنی,0,1,0.5709659457206726
319906,معمولیه و لبا رو خیلی خشک میکنه,1,0,0.20438732206821442
319912,جا گیر نیست,0,1,0.5156205892562866
319916,خیلی کوچولوعه خیلییی خیلی تازه شکستگیم داره,1,0,0.4633784294128418
319929,جنس بدنه ضعیف است,1,0,0.3373309075832367
320023,اندازش کوچیک بود خییلی کوچولو,0,1,0.6696669459342957
320035,براق میکنه و رنگش قرمز تره,1,0,0.0058809625916182995
320099,سلام بعداز سفارش دادن گفتند موجود نیست,1,0,0.465340256690979
320169,از نظر سایز کوچک بود در سایت نمایان نبود,0,1,0.7124029397964478
320181,رنگش اونی که فکر میکردم نیست خیلی کم رنگه و بوی بدی نمیده بیشتر به بنفش میخوره تا صورتی خیلی کوچیکه شاید اندازه انگشت کوچیکه دست,0,1,0.6866788864135742
320195,رنگش کمرنگ تر از عکس بود,1,0,0.043101828545331955
320204,کوچکتر از حد انتظار بود,0,1,0.5863808393478394
320208,جعبه برای ارسال لازم نبود,1,0,0.17557954788208008
320215,خیلی سبکه روی پوست ولی رنگش مثل خاکه واقعا ،دوستان در نظرها گفته بودن این مسئله رو ولی من توجه نکردم به نظراتشان متأسفانه وسفارش دادم ،شماره ۳،واثلا دوستمو روشن نکرد ،رنگ پوستم بود دقیقا پوستم سبزه س.،فقط کمی پوشاندگیش خوبه و سبک بودنش همین ،,1,0,0.3371194005012512
320226,رنگش خیلی تیره است اما کاور خوبی داره منتهی پودری هستش زیاد,1,0,0.05421268939971924
320247,تیره و‌کبوده,1,0,0.20739571750164032
320262,اگه با برس رژ گونه بزنید خیلی بهتره,1,0,0.03827846795320511
320278,جنس لاک خوب هست اما برای من رنگ گلبهی اوردند متاسفانه,1,0,0.2700921595096588
320279,اگه رنگ نارنجی نمیخاین و گلبهی میخاین پیشنهاد میکنم وگرنه گزینه های بهتری شاید باشه براتون,1,0,0.1792159080505371
320293,رنگش اصلا شبیه عکس نیس یه گلبهی نارنجیه ....به دست های سفید خیلی میاد,0,1,0.9246151447296143
320308,قدرت پاک کنندگیش پایینه,0,1,0.720782458782196
320348,رنگش خوبه. ولی زود از روی ناخن پاک میشه. در واقع لب پر میشه,1,0,0.3645697236061096
320394,"رنگ انتخاب شده در لاک اصلیترین دلیل خرید هست , لاکی که بدست من رسید چند درجه تیره تر هست و خیلی بدرنگ",1,0,0.39338237047195435
320490,واسه من که کارایی خاصی نداشت,0,1,0.9464417695999146
320494,امروز ب دستم رسید و بسته بندی خراب و داغون بود انگار مچاله کردن و سلفون کشیدن و ازون بدتر بسته بندیش کپک زده بود!!! خیلی جای تعجب داره ک کپک زده,0,1,0.9912549257278442
320514,روی بسته قیمت زده ۴ و پونصد دیجی کالا میده ۵ و پونصد,1,0,0.46716752648353577
320537,چربه که چربیش ار روغن بادام و زیتون یک بار فقط استفاده کردم اما موادش زیاده و میشه حداقل دوبار ازش استفاده کرد بوی خاصی هم نداره,0,1,0.6223804354667664
320567,باعث شد ناخونام سفت بشه و از حالت شکنندگی در بیاد,0,1,0.6823237538337708
320582,دستمال آغشته ب روغن زیتون و بادام!,0,1,0.7567505240440369
320669,موهای من خیلی ضخیمه... با این وجود تا الان نصف قد موهام رو بخاطر سوختگی زدم یه کرم هم توصیه کرده اولش با اون مخلوط کنی که من نداشتم اگه لازم بود چرا تو بسته اش نذاشته بود,1,0,0.34737274050712585
320690,از به تجدید داره هر نیم ساعت چون نرم کنندگیشون کوتاه مدته باتشکر,1,0,0.2479442059993744
320694,من این لاک رو خریدم، راضی هستم ولی این لاک زیادی رقیق هستش اگه یکم غلیظ تر بود خوب میشد و یه چیز دیگه بگم این هست که هزینه ارسال۲۵۰۰۰ تومن است ارزش نداره تنها این لاک رو بخرید من با چند تا وسیله ی دیگه خریداری کزذم,0,1,0.6800483465194702
320721,سربرس پهنی داره خوشم نیومد,0,1,0.9710199236869812
320730,رنگش بنفش تیره است قشنگ تو نور مشخص بعد از استفاده و خشک شدن و تو نور کم رنگ زرشکی تند بخودش میگیره😒,1,0,0.13336314260959625
320754,تعداد براش و کارایی و رنگ و اندازه براش کاملا مناسب است ولی با عکس تطابق ندارد. برای من براش بزرگ وجود نداشت و بجاش شانه ابرو با رنگ دسته ی دیگر گذاشته بودند که بسیار ناامید کننده بود. جعبه هم فرورفتگی دارد. و اینکه موهای براش دست بزنید میریزه..من هنوز استفاده نکردم برای دوام و کارایی نظری ندارم!,1,0,0.45247283577919006
320755,کار راه اندازه ولی چه عرص کنم ۶ تا براشه در اصل از هر کدوم دوتا براش بزرگا کلن یدونس کار راه اندازه ولی رو عکس حساب باز نکین,1,0,0.17662784457206726
320766,مناسب بچه های ۳ یا۴ ساله س,1,0,0.2271115630865097
320788,خیلی سفته موهاش,1,0,0.4870445430278778
320800,من بار دومه که سفارش دادم. دفعه اول عالی بود ولی متاسفانه دفعه دوم اصلا مناسب نبود و یه چیز دیگه فرستاده بودن که مرجوع کردم.,1,0,0.4042539894580841
320803,هم کوچیک تره عکسه هم بعضی رراش ها یکیه توی یک جعبه چنتا براش ی مدل داره,1,0,0.2856583297252655
320911,بیشتر براش های پکیج به درد سایه و خط چشم میخوره براش های بزرگ هم زیاد برای کرم پودر و رژ گونه و کانسیلر و ... کاربردی نیست مو های برس های بزرگ ریزش بسیار شدید دارد ولی نسبت به قیمت، با توجه به کاربردی بودنش خیلی بد نیست,1,0,0.17340852320194244
320929,بزرگتر از اون چیزی بود که فکر میکردم/ زبری دو طرفش با هم فرق داره و یک طرفش زبرتر هست و یک طرفش کمتر زبر.,0,1,0.7250486612319946
320970, پوشانندگی متوسط و قابل قبولی داره. کک و مک هارو خوب میپوشونه :),1,0,0.0009126897784881294
320992,خیلی چسبندگی زیادی داره,1,0,0.013363884761929512
321005,رنگش دهیش کمه,1,0,0.2803650200366974
321011,باید 10 تا بگبری !,0,1,0.5829492211341858
321059,بااینکه خیلی ها راضی بودن از این رنگ،اما روی موی من خیلی رنگ باز نکرد. اما نرم کنندگیش خیلی خوب بود.,1,0,0.022297097370028496
321060,استفاده نکردم،انشالله خوب باشه,1,0,0.002162550576031208
321072,رنگ مو فقط گیاهی,1,0,0.040311720222234726
321117, ای در زمینه رنگ مشورت کنید این رنگی نیست که بشه باهاش شوخی کرد.,1,0,0.17214126884937286
321124,واقعا خوشرنگه و حجمش هم خوبه ولی از موقعی که استفاده کردم ریزش مو گرفتم,1,0,0.019547414034605026
321157,خیلی زود رنگ وا کرد و موها و پوست سرم نسوزوند,0,1,0.9346639513969421
321193,از چیزی ک تو عکس دیده میشه خیلی کوچیکتره مخزنش ۱۰ ۱۱ سانت هست,0,1,0.7737666964530945
321216,خیلی کوچیکه اندازع یه کف دسته,0,1,0.8576675653457642
321247,بصورت پودری میزنه بار دومه خرید زدم,0,1,0.5450890064239502
321272,اکلیل نداره.سایه خیلی کم میندازه,0,1,0.822005569934845
321343,وقتی تمیزش میکنی اکلیلا چسبیدن به ناخنت و جدا نمیشن,1,0,0.0805831328034401
321348,معمولا یه برند ارایشی همه محصولاتش با کیفیت نیستن کالیستا هم همینطور من از سایه و رژگونه کالیستا استفاده کردم کیفیت خوبی داشتن اما سه رنگ لاک خریدم کیفیتشون اصلا خوب نبود اکرچه رنگ های زیبایی داشتن,1,0,0.3996639847755432
321355,من به جای ۶ تا دوتا گرفتم,1,0,0.08043414354324341
321356,بسته من بجای ۶تا شابلون ۲تا داشت,1,0,0.23783454298973083
321374,بسته بندي خوبي داره ولي پودر اونقدر قوي اي نيست با اينكه ابيه,1,0,0.06896890699863434
321397,موی من که با پیگمنت قرمز بود رو نتونست به پایه برسونه ‌... البته از رنگ آبی برای شارژ استفاده کردم,1,0,0.3940774202346802
321412,نه کف میکنه نه زیاد سر رو میسوزونه,0,1,0.7987717390060425
321429,با اکسیدان دوازده موی ضخیم رو به پایه 6 رسوند و با تمدید مو به پایه 8 رسید. اما مو رو خشک نکرد,1,0,0.09763353317975998
321431,خیلی غبار داشت,1,0,0.4739445447921753
321436,خیلی دیر رنگ باز میکنه,0,1,0.7744784951210022
321561,ل رضایت را دارم و با یک محصول نباید در مورد کل سیستم قضاوت نمود.,1,0,0.21701431274414062
321727,در موردش مطالعه کنید بعد خرید کنید,1,0,0.15158824622631073
321743,قیمت بالا و حجم کم,0,1,0.7645555138587952
321791,رنگش قشنگه ماندگاری اش هم معمولیه ولی در دمای اتاق آب میشه مال من شکسته و خودم چسبوندمش,1,0,0.20580530166625977
321805,کیفیت متوسطی داره.ولی متاسفانه در دمای محیط نرم شد و شکست.,0,1,0.6932501792907715
321812,رنگ رژلب مات نیست. حالت چرب رو لب دارد,0,1,0.502821683883667
321845,رنگش با این رنگی ک میبینید فرق داره کاملا صورتیه و اینکه خیلی چربه اگه نمیتونید رژ چرب استفاده کنید اصلا پیشنهاد نمیشه,0,1,0.9289456009864807
321872,من رنگشو دوس نداشتم رو لب یه حالت چربی داره به من که پوستم سبزس نمیاد اما بوی خیلی خوبی میده,1,0,0.11988236755132675
321896,کوچو و بامزه استفاده کردنشو بلد نبودم استفاده نکردم,0,1,0.6696906089782715
321919,پيشنهاد نميكنم,1,0,0.005808113142848015
321927,دقیقا مثل عکس هاییه که بقیه گذاشتن فقط تعداد برچسب ها و قیمت لنز ناخن همخونی نداره قیمتش خیلی زیاده,0,1,0.5500639081001282
321952,در کیفیت این برند شکی نیست ولی رنگ عکس ها در دیجیکالابه گوشتی میزد برای همین هم سفارش دادم، ولی رنگ اصلی به تم سرخابی و بنفش میزنه,1,0,0.14792543649673462
321958,وفته من خودم با سختی و زحمت به صورت دستی پایه فنری رو سوراخ کردم,1,0,0.4708629846572876
322067,در رابطه با محصولات اینچنینی بهتره قبلا از ارسال فروشنده چک کنه که در محصول باز نباشه تا سالم و بدون مشکل به دست مشتری برسه,0,1,0.5921459197998047
322123,به نظرم برند بهتر من به خاطر قیمت مناسبش خریدم ولی جواب نیاز منو نداد,0,1,0.9202380180358887
322151,روی پوست نمیمونه و پاک میشه,1,0,0.006569072138518095
322170,خوش رنگه اما خیلی زود پاک میشه,1,0,0.0811004787683487
322212,نرمه پخش نمیشه,0,1,0.6373211145401001
322213,خوبه و روانه فقط سریع و زود پاک میشه,1,0,0.005125663708895445
322254,باز میکنم ببینم اصلا توش مواد هست یا نه واین عدم اعتماد خیلی بده,0,1,0.9741543531417847
322265,با توجه به نظرات خريدم و پوستم چربه خيلي ميريزه زير چشم,1,0,0.006613863166421652
322270,این خط چشم رو من قبلا استفاده کردم و راضی بودم، اینبار از گالری شقایق سفارش دادم و بجاش یه مداد چشم خنده دار که مثل یک شوخیه بزرگه برای من فرستادن. شبیه مداد سیاهی هست که مدرسه باهاش مشق مینوشتیم.,0,1,0.8905028700828552
322274,من خیلی از این محصول راضی نبودم و به قیمتش به نسبت کیفیتش بالاست,0,1,0.9313416481018066
322275,همین که تراش کردن نمیخواد نکته قوته، ولی بعد مدتی برای چشمم حساسیت ایجاد کرد,1,0,0.2021188735961914
322294,این مداد رو نفرستادن برام و یه مداد معمولی اسنس فرستادن من چند وقته این مداد رو استفاده میکنم و حالت پیچی داره اما اینی ک برا من فرستادن مداد معمولیه و اصلا خوب نیس متاسفانه من بسته بندی مداد رو دیر باز کردم چون مداد دیگه ای داشتم و دیگه نمیتونم مرجوع کنم ولی شما نخرین الکی این همه پولم رفت,0,1,0.9826204180717468
322300,این مداد چشم اسنس رنگ مشکیش کیفیت خوبی نداره برعکس باقی رنگاش مثل قهوه ای که کیفیت فوق العاده ای دارن.,1,0,0.09187072515487671
322311,من این مداد چشم رو از دیجی سفارش دادم.خوبیش اینه چرخشیه و نیازی به تراش کردن نداره . برای داخل چشم خیلی روونه رنگ مشکی خوبی داره ولی انچنان تیره نیست..ماندگاری متوسطی هم داره ولی نکته خیلی خوبش اینه اصلا زیر چشم نمیریزه حتی اگه صورتتون رو با اب بشورین... یکم قیمتش گرونه نسبت به حجم کمی که داره,1,0,0.0007968309218995273
322340,روی موهای روشن گذاشتم موهام را تیره و نارنجی کرد,1,0,0.22195066511631012
322402,این رنگ رو برای رنگساژ رو پایه دکلره 8و 9 استفاده کردم جالب نشد چون ی رنگ قهوهای کمرنگه برای رنگساژ به تنهایی خوب نمیشه,0,1,0.6572335958480835
322407,خارش حساسیت و ریزش مو باش‌ نگرفتم,0,1,0.6646957397460938
322408,موهارو نرم می‌کنه ولی موندگاریش خوب نیس,1,0,0.12862765789031982
322425,ر شده.الان فکمیکنم پول بیشتر بدی کیفیت بهتر بگیری ارزشش رو داره.,0,1,0.7459918260574341
322462,رنگ موی بسیار روشن به مرور زیاد باشستن رنگ مو عوض میشه,1,0,0.0965772271156311
322466,رنگ مویی که من گرفتم شیر نسکافه ای بود ولی واسه من عسلی در اومد اصلا راضی نبودم. ولی کیفیتش خوب بود موهامم نرم شد.,1,0,0.17196235060691833
322500,خیلی کوچیکه و کمه بدون تخفیفی اصلا نمی ارزه . ولی رنگش خوب پرونده.,0,1,0.7287866473197937
322504,تاریخ اکسپایر شده,1,0,0.436506986618042
322525,من قبل ازین هم ازین برنداستفاده کرده بودم خوب بود ولی این سری رنگ خراب بود وقتی داخل ظرف میریختم۲رنگ بودوسیاهی قاطیش داشت سفیدی مو هم ایندفعه اصلا پوشش نداد,0,1,0.9835761189460754
322543,رنگش نارنجی دراومد,1,0,0.4036906361579895
322554,ت. عکس نیز پیوست شده است جهت آگاهی بقیه عزیزان و انتخاب درست تر.,1,0,0.17528784275054932
322674,رو لاکای دیگه بزنین اصن ژلیش و طراحی لازم ندارین خیلی کیفیتش بالاس,0,1,0.6294075846672058
322800,جوش نمیزدم. باقی این شوینده رو هم میریزم دور دوباره کامان میخرم.,1,0,0.004670951049774885
322828,وقتی دستم رسید تقریبا ذوب شده بود که برای دقایقی گذاشتم فریزر ،رنگش هم به رنگدانه های قرمز میزنه که مناصلا دوست نداشتم ولی بوی خوبی داره,1,0,0.15260519087314606
322836,رنگش بهم اومد,0,1,0.6558117866516113
322877,روغنی وخوش رنگه ولی تو دمای اتاق ذوب میشه واصلا قابل حمل او کیف وگرما نیست,1,0,0.22851525247097015
322971,برای من انگار خشک شده بود!,0,1,0.622854471206665
322979,با توجه به عدد ۷ نوشته شده قبل خرید تصور میکردم نگه دارندگی خوبی داشته باشه اما این محصول بیشتر یه نوع حالت دهنده است و نگه داری چندانی نداره طوری که موها با یه باد معمولی جابجا میشن .اگه یه حالت دهنده خوب میخواین پیشنهاد میکنم .,0,1,0.5731027126312256
323020,به قدری بسته بندی افتضاح بود که نیم ساعت داشتم با پد الکلی چسبی که باهاش سلفون دورش بسته بودن رو تمیز میکردم.,0,1,0.9180982708930969
323032,گلاب معمولی است,1,0,0.0989958718419075
323063,فقط بوی گلاب میده ،آلودگی پوست نمیگیره,1,0,0.35798779129981995
323093,برای من مدل دیگه ای فرستادن که هر چقدر در دیجی کالا جستجو میکنم نیست، حالا اصل باشه یا نه خدا بخیر کنه، واقعاً آدم رو از خرید اینترنتی پشیمون میکنن،من چند رنگ سفارش دادم سفید ارسال شد، چرا هرچی خودتون دوست دارید میفرستید؟؟؟؟؟؟ خیلی هم کوچیکه,0,1,0.9754315614700317
323101,دورش دوخت نداره اما بازم نمیشه،وسطش هم پنبه زیادی گذاشتن،البته ضخامتش باعث میشه محلول بیشتری استفاده بشه.فقط پد روش زبره و پوست منو اذییت میکنه,0,1,0.5957402586936951
323126,قبلا استفاده کردم خوبه ولی از دیجی گرفتم درش باز بود!!! مرجوعش کردم.,0,1,0.6735166907310486
323131,دور دوخت نداره,0,1,0.6074499487876892
323135,در ایران مشابه کیفی نداره,0,1,0.5077672600746155
323171,زیبا بود,1,0,0.02391119860112667
323174,کاش ی ذره جادارتر میبود دیگه عااااااااالی میشد,1,0,0.005828038323670626
323204,بوی خیلی تندی داشت و روی موهای مشکی با اکسیدان ۹ درصد در حد پایه ۷ و ۸ رنگ باز می کند,0,1,0.74699866771698
323221,رنگش بنفش هست مات هست. اصلا شبیه عکسش نیست اما بنفش تیره نیست,0,1,0.6075291633605957
323223,برخلاف تصویر رنگش کالباسی تیره اس,1,0,0.40278396010398865
323224,رنگش و اشتباه زدن یه رنگ صورتی مایل به بنفشی داره تو عکس امتحان کردم ولی روشن تر از اینه,0,1,0.5980955362319946
323225,کاش به جای رنگ قرمز رنگ خود رژ لب اصلی و توی تصویر میزاشتن این اصلا قرمز نیست,1,0,0.3093128502368927
323226,رنگش مایل به بنفشه نه رنگی که تو عکس نشون داده میشه,0,1,0.5418713092803955
323235,رژی که من طبق عکس انتخاب کردم با رژی که تحویل گرفتم یک رنگ نبود ... کیفیت خود رژ خیلی خوبه ولی رنگش با رنگ انتخابی من یکی نیست,1,0,0.05021752789616585
323246,انتظارروشن شدن پوست داشتم که اینطورنبود,1,0,0.3760250508785248
323251,به نظرم این قیمت براش زیاده چون واقعا قدرت روشن کنندگی بالایی نداره,0,1,0.7773039937019348
323259,خيلي پخش ميشه در كل متوسطه,1,0,0.07545432448387146
323264,جنس آن کیفیت متوسطی دارد حجم دهندگی ندارد ریمل زدی انگار نزدی.,0,1,0.6874227523803711
323267,در ظاهر ریمل ایده آلی به نظر میاد مخصوصا اینکه قیمت مناسبی هم داره ولی وقتی برای استفاده دستتون میگیرین یخورده جا میخورین که کاش کمی طول بیشنر داشت تا جای مانور بیشتری روی مژه ها میداشت هرچندکه الان قیمت ریمل خوب و راضی کننده زیر 200 نیست ولی شاید بشه با سرچ بیشتر یا خرید تو آف ریمل مناسبتری پیدا کرد,1,0,0.0211558286100626
323317,خیلی چرب.سنگین و زیادی روشن,1,0,0.2133864164352417
323339,ش حساسیت دارم پوستم سفید و روشنه و شماره یک رنگش مناسب بود کاملا,1,0,0.009337496012449265
323369,این مژه برای تمرین اکستنشن خوبه و اصلااا برای چشم مشتری پیشنهادش نمیکنم چون جنسش پلاستیکیه و اصلاا برای چشم مشتری متاسب نیست مژه معمولی، همه مژه ها تقریبا ی اندازه هستن، سفت و خشکه حنسش.,0,1,0.5978082418441772
323390,خوب ولی قیمت نجومی اینا پارسال ۳۰ تومن بود,1,0,0.025163408368825912
323415,من هیچوقت قرار نیست استفاده کنم,1,0,0.2718825340270996
323423,ل ، فقط روش قرار میگیره و امکان باز شدنش اگر داخل کیف بذارید هست,1,0,0.06861241161823273
323436,رزگلد نبود,1,0,0.42510637640953064
323456,الان دیدم قیمتش بالا رفته !!! من ارزون تر خریدم و با خریدش میز آرایشم منظم شد,1,0,0.1668047308921814
323477,من کلی از دیجیکالا خرید داشتم ولی این نظر عوض کرد خیلی دیگه از دیجیکالا بد ام اومد,0,1,0.5378630757331848
323480,به ابعاد استند دقت کنید... کشو های این مدل ارتفاع و طول مناسبی ندارد,1,0,0.4937444031238556
323487,یه کم کدر هست و کشوهاش گیر میکنه,1,0,0.12724849581718445
323499,راضی ام من که خوب بود,1,0,0.001894321758300066
323503,یکی از کشوهاش به سختی جا میره,0,1,0.5275197625160217
323509,از نظر ظاهر ، ظاهر خوبی داره ولی وقتی پیک آورد شکسته بود مثلا همونو شرکت تو یک مقوا نمیزاره بدون هیچ چیزی تو کارتون انداخته بود اولین تجربم بود از دیجی کالا ولی نظرم درکل تغییر کرد,0,1,0.7575454711914062
323582,زدگی داشت و کشوها خوب جا نمیرفت ولی برگشت نزدم,0,1,0.814070463180542
323590,من این کالا رو هدیه برای کسی بردم و خودم اون رو چک نکردمو وقتی کادو رو باز کردن متوجه شدم که چند جاش شکسته و چند جاش هم خش داره و نمتونستم کادو رو پس بگیرم و مرجوع کنم ولی خب قیمن خوبی داره این مدلش رو جایی این قیمت هیچ جا پیدا نکردم ولی باید مطمئن بشید که جاییش نشکسته باشه,0,1,0.7016237378120422
323595,کشو وسط گیر می کند وگاهی چند دقیقه زمان می‌برد تا بتوانیم بازش کنیم,1,0,0.4591922461986542
323600,خیلی کیفیتش خوب نیست ولی کار راه اندازه اندازش از اونی ک تو تصویره خیلی کوچیکتره کشو ها ب سختی باز و بسته میشن,1,0,0.3084842264652252
323612,جنسش تعریفی نداره کشوهاش به هیچی بند نیست همش از جاشون لیز میخورن میان بیرون.... من برای خانمم گرفتم همینجوری بد نیست زیاد نباید توقع داشت ازش,0,1,0.6888855695724487
323629,قیمتش دو برابر بازار بود,1,0,0.4123712480068207
323632,رنگش کمرنگ تر از تصویره رو لب من جالب نبود,1,0,0.4757518768310547
323637,واسه پوست رو شن خوبه،خیلی ملیحه خوشم نیومد,1,0,0.0686260312795639
323648,واسه محل کار خریدم ولی خیلی گرون شد,1,0,0.08053047955036163
323654,متاسفانه من حساسیت دارم بهش,0,1,0.8165638446807861
323658,برای پوست روشن مناسب هست ولی در کل رنگ کمرنگ داره,1,0,0.08733081817626953
323675,رژ لب چربی هست رنگش خوبه ولی مقدارش خیلی کمه,1,0,0.20354390144348145
323696,به نظر من خیلی چرب و سنگینه,0,1,0.5852848291397095
323708,10تاس الکی نوشته 12تا,0,1,0.8947985768318176
323711,۱۰ تا بیشتر نیست درصورتی که زده ۱۲ تا,0,1,0.7976549863815308
323719,به نظرم خیلی معولیه تیز هست ولی به صورت درست روی پوست نمیخوابه زیاد راضی نبودم,1,0,0.3088538944721222
323733,بعد دوبار استفاده کنده کنده,0,1,0.9544190764427185
323734,دندانه داره و یکم موقع اصلاح راحت موها را جدا نمیکنه,1,0,0.02203385718166828
323759,اصلا راضی نیستم من جویل سفارش دادم ولی zone به دستم رسید جنسشم پلاستیک و ازش خوب نیست,0,1,0.993750274181366
323774,من اینو خریدم خیلی هم ذوقش داشتم ولی به دستم رسید دیدم پلمپ نیست و باز شدنش از این بسته های زیپی بود مرجوعش کردم اگه پلمپ بود انتخاب خیلی خوبی بود به نظرم برای منی که آماتورم,1,0,0.26241615414619446
323898,نرم و لطیفه اما ماندگار نیست,1,0,0.10057450830936432
323899,رنگ روشن و خوبی داره برای پوستهای روشن خوبه. من طبق نظر نظر دهنده ها خریدم ولی پوشش دهی خوبی نداره,1,0,0.07730181515216827
323903,رنگش خیلی روشنه و فقط برا زیر چشم مناسبه نه برای جای جوش اینا,1,0,0.12112001329660416
323927,فقط یک نکته ژل موی ارسالی با عکس مطابقت نداشت شاید تقلبی باشه چون عکس آقای سمت راست گوشه پایین نداشت. حوصله و وقت مرجوعی هم نداشتم.,0,1,0.9696186184883118
323933,من این ژل رو از دیجی کالا خریدم اولا که بعد متوجه شدم قیمتش بالاتر از جاهای دیگه هست و موقعی که دستم رسید شکسته بود،,0,1,0.9517782330513
323956,اگر دریت بچشبونید کسب متوجه نمیشه ک مژه با چسب هست . انگار کاشت مزه هست و واقعا خوشکله برای کسانی ک کار بلند دوست ندارن پیشنهاد نمیشه,0,1,0.5235401391983032
